,Date,year,month,day,flow
1663,1996-09-03,1996,9,3,"8,465"
2327,1996-09-04,1996,9,4,"10,9659"
2991,1996-09-05,1996,9,5,"15,3268"
3655,1996-09-06,1996,9,6,"14,4968"
4319,1996-09-07,1996,9,7,"13,2821"
4983,1996-09-08,1996,9,8,"11,3412"
5647,1996-09-09,1996,9,9,"9,8667"
6311,1996-09-10,1996,9,10,"10,2286"
6975,1996-09-11,1996,9,11,"11,7208"
7639,1996-09-12,1996,9,12,"11,3412"
8303,1996-09-13,1996,9,13,"10,9659"
8967,1996-09-14,1996,9,14,"9,1565"
9631,1996-09-15,1996,9,15,"8,465"
10295,1996-09-16,1996,9,16,"8,1263"
10959,1996-09-17,1996,9,17,"7,7925"
11623,1996-09-18,1996,9,18,"7,4635"
12287,1996-09-19,1996,9,19,"7,4635"
12951,1996-09-20,1996,9,20,"7,1396"
13615,1996-09-21,1996,9,21,"7,1396"
14279,1996-09-22,1996,9,22,"6,8206"
14943,1996-09-23,1996,9,23,"6,8206"
15607,1996-09-24,1996,9,24,"6,5067"
16271,1996-09-25,1996,9,25,"6,5067"
16935,1996-09-26,1996,9,26,"6,5067"
17599,1996-09-27,1996,9,27,"7,1396"
18263,1996-09-28,1996,9,28,"6,5067"
18927,1996-09-29,1996,9,29,"6,5067"
19591,1996-09-30,1996,9,30,"6,198"
334,1996-10-01,1996,10,1,"6,198"
998,1996-10-02,1996,10,2,"5,8945"
1662,1996-10-03,1996,10,3,"6,5067"
2326,1996-10-04,1996,10,4,"6,198"
2990,1996-10-05,1996,10,5,"5,8945"
3654,1996-10-06,1996,10,6,"5,5964"
4318,1996-10-07,1996,10,7,"5,8945"
4982,1996-10-08,1996,10,8,"6,8206"
5646,1996-10-09,1996,10,9,"6,8206"
6310,1996-10-10,1996,10,10,"5,8945"
6974,1996-10-11,1996,10,11,"5,3037"
7638,1996-10-12,1996,10,12,"6,8206"
8302,1996-10-13,1996,10,13,"6,8206"
8966,1996-10-14,1996,10,14,"6,5067"
9630,1996-10-15,1996,10,15,"6,5067"
10294,1996-10-16,1996,10,16,"6,198"
10958,1996-10-17,1996,10,17,"5,3037"
11622,1996-10-18,1996,10,18,"5,0164"
12286,1996-10-19,1996,10,19,"4,7348"
12950,1996-10-20,1996,10,20,"5,5964"
13614,1996-10-21,1996,10,21,"7,4635"
14278,1996-10-22,1996,10,22,"6,198"
14942,1996-10-23,1996,10,23,"5,8945"
15606,1996-10-24,1996,10,24,"6,198"
16270,1996-10-25,1996,10,25,"6,8206"
16934,1996-10-26,1996,10,26,"6,5067"
17598,1996-10-27,1996,10,27,"6,198"
18262,1996-10-28,1996,10,28,"5,8945"
18926,1996-10-29,1996,10,29,"6,8206"
19590,1996-10-30,1996,10,30,"6,8206"
20254,1996-10-31,1996,10,31,"6,5067"
333,1996-11-01,1996,11,1,"5,8945"
997,1996-11-02,1996,11,2,"6,8206"
1661,1996-11-03,1996,11,3,"10,9659"
2325,1996-11-04,1996,11,4,"8,465"
2989,1996-11-05,1996,11,5,"7,4635"
3653,1996-11-06,1996,11,6,"7,4635"
4317,1996-11-07,1996,11,7,"6,5067"
4981,1996-11-08,1996,11,8,"5,8945"
5645,1996-11-09,1996,11,9,"5,3037"
6309,1996-11-10,1996,11,10,"4,7348"
6973,1996-11-11,1996,11,11,"4,1887"
7637,1996-11-12,1996,11,12,"4,1887"
8301,1996-11-13,1996,11,13,"3,9245"
8965,1996-11-14,1996,11,14,"3,9245"
9629,1996-11-15,1996,11,15,"3,6663"
10293,1996-11-16,1996,11,16,"9,5093"
10957,1996-11-17,1996,11,17,"10,5951"
11621,1996-11-18,1996,11,18,"8,465"
12285,1996-11-19,1996,11,19,"8,8084"
12949,1996-11-20,1996,11,20,"11,7208"
13613,1996-11-21,1996,11,21,"49,7315"
14277,1996-11-22,1996,11,22,"52,6066"
14941,1996-11-23,1996,11,23,"85,6733"
15605,1996-11-24,1996,11,24,"49,7315"
16269,1996-11-25,1996,11,25,"34,5194"
16933,1996-11-26,1996,11,26,"24,2528"
17597,1996-11-27,1996,11,27,"18,8035"
18261,1996-11-28,1996,11,28,"17,9114"
18925,1996-11-29,1996,11,29,"18,3555"
19589,1996-11-30,1996,11,30,"17,471"
332,1996-12-01,1996,12,1,"16,6017"
996,1996-12-02,1996,12,2,"17,471"
1660,1996-12-03,1996,12,3,"17,9114"
2324,1996-12-04,1996,12,4,"17,471"
2988,1996-12-05,1996,12,5,"16,1728"
3652,1996-12-06,1996,12,6,"17,471"
4316,1996-12-07,1996,12,7,"18,8035"
4980,1996-12-08,1996,12,8,"15,7479"
5644,1996-12-09,1996,12,9,"14,4968"
6308,1996-12-10,1996,12,10,"14,9098"
6972,1996-12-11,1996,12,11,"14,0878"
7636,1996-12-12,1996,12,12,"17,0344"
8300,1996-12-13,1996,12,13,"26,9547"
8964,1996-12-14,1996,12,14,"23,2052"
9628,1996-12-15,1996,12,15,"18,3555"
10292,1996-12-16,1996,12,16,"15,7479"
10956,1996-12-17,1996,12,17,"15,3268"
11620,1996-12-18,1996,12,18,"14,9098"
12284,1996-12-19,1996,12,19,"14,4968"
12948,1996-12-20,1996,12,20,"14,0878"
13612,1996-12-21,1996,12,21,"18,8035"
14276,1996-12-22,1996,12,22,"16,6017"
14940,1996-12-23,1996,12,23,"18,8035"
15604,1996-12-24,1996,12,24,"19,7106"
16268,1996-12-25,1996,12,25,"17,0344"
16932,1996-12-26,1996,12,26,"19,7106"
17596,1996-12-27,1996,12,27,"18,8035"
18260,1996-12-28,1996,12,28,"17,9114"
18924,1996-12-29,1996,12,29,"17,0344"
19588,1996-12-30,1996,12,30,"22,6885"
20252,1996-12-31,1996,12,31,"31,519"
331,1997-01-01,1997,1,1,"38,2668"
995,1997-01-02,1997,1,2,"32,7056"
1659,1997-01-03,1997,1,3,"35,7508"
2323,1997-01-04,1997,1,4,"52,6066"
2987,1997-01-05,1997,1,5,"57,797"
3651,1997-01-06,1997,1,6,"33,3057"
4315,1997-01-07,1997,1,7,"31,519"
4979,1997-01-08,1997,1,8,"34,5194"
5643,1997-01-09,1997,1,9,"35,7508"
6307,1997-01-10,1997,1,10,"34,5194"
6971,1997-01-11,1997,1,11,"29,773"
7635,1997-01-12,1997,1,12,"32,7056"
8299,1997-01-13,1997,1,13,"44,1826"
8963,1997-01-14,1997,1,14,"43,508"
9627,1997-01-15,1997,1,15,"40,8528"
10291,1997-01-16,1997,1,16,"33,3057"
10955,1997-01-17,1997,1,17,"29,773"
11619,1997-01-18,1997,1,18,"27,5091"
12283,1997-01-19,1997,1,19,"27,5091"
12947,1997-01-20,1997,1,20,"27,5091"
13611,1997-01-21,1997,1,21,"29,773"
14275,1997-01-22,1997,1,22,"30,3504"
14939,1997-01-23,1997,1,23,"30,3504"
15603,1997-01-24,1997,1,24,"42,8378"
16267,1997-01-25,1997,1,25,"36,3732"
16931,1997-01-26,1997,1,26,"40,1998"
17595,1997-01-27,1997,1,27,"53,3358"
18259,1997-01-28,1997,1,28,"44,8614"
18923,1997-01-29,1997,1,29,"35,7508"
19587,1997-01-30,1997,1,30,"38,2668"
20251,1997-01-31,1997,1,31,"38,2668"
330,1997-02-01,1997,2,1,"35,1329"
994,1997-02-02,1997,2,2,"34,5194"
1658,1997-02-03,1997,2,3,"32,1101"
2322,1997-02-04,1997,2,4,"31,519"
2986,1997-02-05,1997,2,5,"30,3504"
3650,1997-02-06,1997,2,6,"28,6318"
4314,1997-02-07,1997,2,7,"27,5091"
4978,1997-02-08,1997,2,8,"26,9547"
5642,1997-02-09,1997,2,9,"26,9547"
6306,1997-02-10,1997,2,10,"25,8599"
6970,1997-02-11,1997,2,11,"25,3195"
7634,1997-02-12,1997,2,12,"25,3195"
8298,1997-02-13,1997,2,13,"28,0682"
8962,1997-02-14,1997,2,14,"27,5091"
9626,1997-02-15,1997,2,15,"28,0682"
10290,1997-02-16,1997,2,16,"37,0"
10954,1997-02-17,1997,2,17,"33,9103"
11618,1997-02-18,1997,2,18,"29,773"
12282,1997-02-19,1997,2,19,"27,5091"
12946,1997-02-20,1997,2,20,"28,0682"
13610,1997-02-21,1997,2,21,"34,5194"
14274,1997-02-22,1997,2,22,"39,5511"
14938,1997-02-23,1997,2,23,"33,9103"
15602,1997-02-24,1997,2,24,"27,5091"
16266,1997-02-25,1997,2,25,"31,519"
16930,1997-02-26,1997,2,26,"30,9324"
17594,1997-02-27,1997,2,27,"28,0682"
18258,1997-02-28,1997,2,28,"27,5091"
329,1997-03-01,1997,3,1,"29,773"
993,1997-03-02,1997,3,2,"29,773"
1657,1997-03-03,1997,3,3,"30,3504"
2321,1997-03-04,1997,3,4,"29,773"
2985,1997-03-05,1997,3,5,"28,0682"
3649,1997-03-06,1997,3,6,"29,773"
4313,1997-03-07,1997,3,7,"28,6318"
4977,1997-03-08,1997,3,8,"31,519"
5641,1997-03-09,1997,3,9,"35,1329"
6305,1997-03-10,1997,3,10,"30,3504"
6969,1997-03-11,1997,3,11,"26,9547"
7633,1997-03-12,1997,3,12,"25,3195"
8297,1997-03-13,1997,3,13,"24,7838"
8961,1997-03-14,1997,3,14,"24,2528"
9625,1997-03-15,1997,3,15,"25,3195"
10289,1997-03-16,1997,3,16,"28,0682"
10953,1997-03-17,1997,3,17,"30,3504"
11617,1997-03-18,1997,3,18,"28,0682"
12281,1997-03-19,1997,3,19,"27,5091"
12945,1997-03-20,1997,3,20,"33,3057"
13609,1997-03-21,1997,3,21,"29,773"
14273,1997-03-22,1997,3,22,"26,9547"
14937,1997-03-23,1997,3,23,"25,3195"
15601,1997-03-24,1997,3,24,"24,2528"
16265,1997-03-25,1997,3,25,"25,3195"
16929,1997-03-26,1997,3,26,"25,3195"
17593,1997-03-27,1997,3,27,"25,3195"
18257,1997-03-28,1997,3,28,"23,7266"
18921,1997-03-29,1997,3,29,"24,7838"
19585,1997-03-30,1997,3,30,"28,0682"
20249,1997-03-31,1997,3,31,"48,319"
328,1997-04-01,1997,4,1,"54,0691"
992,1997-04-02,1997,4,2,"51,1607"
1656,1997-04-03,1997,4,3,"33,3057"
2320,1997-04-04,1997,4,4,"30,3504"
2984,1997-04-05,1997,4,5,"29,2001"
3648,1997-04-06,1997,4,6,"28,0682"
4312,1997-04-07,1997,4,7,"29,2001"
4976,1997-04-08,1997,4,8,"28,0682"
5640,1997-04-09,1997,4,9,"27,5091"
6304,1997-04-10,1997,4,10,"26,9547"
6968,1997-04-11,1997,4,11,"25,8599"
7632,1997-04-12,1997,4,12,"24,7838"
8296,1997-04-13,1997,4,13,"24,2528"
8960,1997-04-14,1997,4,14,"24,2528"
9624,1997-04-15,1997,4,15,"24,2528"
10288,1997-04-16,1997,4,16,"27,5091"
10952,1997-04-17,1997,4,17,"37,6312"
11616,1997-04-18,1997,4,18,"30,9324"
12280,1997-04-19,1997,4,19,"26,4049"
12944,1997-04-20,1997,4,20,"25,8599"
13608,1997-04-21,1997,4,21,"24,7838"
14272,1997-04-22,1997,4,22,"24,2528"
14936,1997-04-23,1997,4,23,"23,7266"
15600,1997-04-24,1997,4,24,"23,7266"
16264,1997-04-25,1997,4,25,"23,7266"
16928,1997-04-26,1997,4,26,"22,6885"
17592,1997-04-27,1997,4,27,"22,6885"
18256,1997-04-28,1997,4,28,"22,6885"
18920,1997-04-29,1997,4,29,"24,2528"
19584,1997-04-30,1997,4,30,"22,6885"
327,1997-05-01,1997,5,1,"22,6885"
991,1997-05-02,1997,5,2,"22,1766"
1655,1997-05-03,1997,5,3,"21,6696"
2319,1997-05-04,1997,5,4,"21,1674"
2983,1997-05-05,1997,5,5,"20,67"
3647,1997-05-06,1997,5,6,"20,67"
4311,1997-05-07,1997,5,7,"20,1775"
4975,1997-05-08,1997,5,8,"20,1775"
5639,1997-05-09,1997,5,9,"20,1775"
6303,1997-05-10,1997,5,10,"19,7106"
6967,1997-05-11,1997,5,11,"19,7106"
7631,1997-05-12,1997,5,12,"19,7106"
8295,1997-05-13,1997,5,13,"19,7106"
8959,1997-05-14,1997,5,14,"22,6885"
9623,1997-05-15,1997,5,15,"36,3732"
10287,1997-05-16,1997,5,16,"34,5194"
10951,1997-05-17,1997,5,17,"26,9547"
11615,1997-05-18,1997,5,18,"24,2528"
12279,1997-05-19,1997,5,19,"22,1766"
12943,1997-05-20,1997,5,20,"21,1674"
13607,1997-05-21,1997,5,21,"20,67"
14271,1997-05-22,1997,5,22,"20,67"
14935,1997-05-23,1997,5,23,"23,2052"
15599,1997-05-24,1997,5,24,"23,2052"
16263,1997-05-25,1997,5,25,"29,2001"
16927,1997-05-26,1997,5,26,"30,3504"
17591,1997-05-27,1997,5,27,"23,7266"
18255,1997-05-28,1997,5,28,"22,1766"
18919,1997-05-29,1997,5,29,"22,1766"
19583,1997-05-30,1997,5,30,"22,1766"
20247,1997-05-31,1997,5,31,"21,6696"
326,1997-06-01,1997,6,1,"20,67"
990,1997-06-02,1997,6,2,"20,1775"
1654,1997-06-03,1997,6,3,"19,7106"
2318,1997-06-04,1997,6,4,"19,7106"
2982,1997-06-05,1997,6,5,"19,2552"
3646,1997-06-06,1997,6,6,"25,3195"
4310,1997-06-07,1997,6,7,"27,5091"
4974,1997-06-08,1997,6,8,"23,7266"
5638,1997-06-09,1997,6,9,"22,6885"
6302,1997-06-10,1997,6,10,"21,1674"
6966,1997-06-11,1997,6,11,"20,67"
7630,1997-06-12,1997,6,12,"20,1775"
8294,1997-06-13,1997,6,13,"20,1775"
8958,1997-06-14,1997,6,14,"20,1775"
9622,1997-06-15,1997,6,15,"32,1101"
10286,1997-06-16,1997,6,16,"46,2317"
10950,1997-06-17,1997,6,17,"39,5511"
11614,1997-06-18,1997,6,18,"29,2001"
12278,1997-06-19,1997,6,19,"25,8599"
12942,1997-06-20,1997,6,20,"24,2528"
13606,1997-06-21,1997,6,21,"22,6885"
14270,1997-06-22,1997,6,22,"22,6885"
14934,1997-06-23,1997,6,23,"22,1766"
15598,1997-06-24,1997,6,24,"21,6696"
16262,1997-06-25,1997,6,25,"21,6696"
16926,1997-06-26,1997,6,26,"20,67"
17590,1997-06-27,1997,6,27,"20,67"
18254,1997-06-28,1997,6,28,"20,1775"
18918,1997-06-29,1997,6,29,"20,1775"
19582,1997-06-30,1997,6,30,"20,1775"
325,1997-07-01,1997,7,1,"19,7106"
989,1997-07-02,1997,7,2,"19,7106"
1653,1997-07-03,1997,7,3,"19,7106"
2317,1997-07-04,1997,7,4,"19,2552"
2981,1997-07-05,1997,7,5,"18,8035"
3645,1997-07-06,1997,7,6,"18,8035"
4309,1997-07-07,1997,7,7,"18,8035"
4973,1997-07-08,1997,7,8,"18,8035"
5637,1997-07-09,1997,7,9,"18,3555"
6301,1997-07-10,1997,7,10,"18,3555"
6965,1997-07-11,1997,7,11,"18,3555"
7629,1997-07-12,1997,7,12,"18,3555"
8293,1997-07-13,1997,7,13,"18,3555"
8957,1997-07-14,1997,7,14,"17,9114"
9621,1997-07-15,1997,7,15,"17,9114"
10285,1997-07-16,1997,7,16,"17,9114"
10949,1997-07-17,1997,7,17,"17,471"
11613,1997-07-18,1997,7,18,"17,471"
12277,1997-07-19,1997,7,19,"17,471"
12941,1997-07-20,1997,7,20,"17,0344"
13605,1997-07-21,1997,7,21,"17,0344"
14269,1997-07-22,1997,7,22,"17,0344"
14933,1997-07-23,1997,7,23,"16,6017"
15597,1997-07-24,1997,7,24,"16,6017"
16261,1997-07-25,1997,7,25,"16,1728"
16925,1997-07-26,1997,7,26,"16,1728"
17589,1997-07-27,1997,7,27,"16,1728"
18253,1997-07-28,1997,7,28,"16,1728"
18917,1997-07-29,1997,7,29,"16,1728"
19581,1997-07-30,1997,7,30,"16,1728"
20245,1997-07-31,1997,7,31,"15,7479"
324,1997-08-01,1997,8,1,"15,7479"
988,1997-08-02,1997,8,2,"15,3268"
1652,1997-08-03,1997,8,3,"15,3268"
2316,1997-08-04,1997,8,4,"15,3268"
2980,1997-08-05,1997,8,5,"15,3268"
3644,1997-08-06,1997,8,6,"15,3268"
4308,1997-08-07,1997,8,7,"15,3268"
4972,1997-08-08,1997,8,8,"15,3268"
5636,1997-08-09,1997,8,9,"15,3268"
6300,1997-08-10,1997,8,10,"14,9098"
6964,1997-08-11,1997,8,11,"14,4968"
7628,1997-08-12,1997,8,12,"14,0878"
8292,1997-08-13,1997,8,13,"14,0878"
8956,1997-08-14,1997,8,14,"14,0878"
9620,1997-08-15,1997,8,15,"13,6829"
10284,1997-08-16,1997,8,16,"13,6829"
10948,1997-08-17,1997,8,17,"13,2821"
11612,1997-08-18,1997,8,18,"13,2821"
12276,1997-08-19,1997,8,19,"13,2821"
12940,1997-08-20,1997,8,20,"12,8855"
13604,1997-08-21,1997,8,21,"12,493"
14268,1997-08-22,1997,8,22,"12,493"
14932,1997-08-23,1997,8,23,"12,493"
15596,1997-08-24,1997,8,24,"12,493"
16260,1997-08-25,1997,8,25,"12,493"
16924,1997-08-26,1997,8,26,"12,493"
17588,1997-08-27,1997,8,27,"12,493"
18252,1997-08-28,1997,8,28,"12,493"
18916,1997-08-29,1997,8,29,"12,1048"
19580,1997-08-30,1997,8,30,"11,7208"
20244,1997-08-31,1997,8,31,"11,7208"
323,1997-09-01,1997,9,1,"11,3412"
987,1997-09-02,1997,9,2,"11,3412"
1651,1997-09-03,1997,9,3,"11,3412"
2315,1997-09-04,1997,9,4,"10,9659"
2979,1997-09-05,1997,9,5,"10,9659"
3643,1997-09-06,1997,9,6,"10,9659"
4307,1997-09-07,1997,9,7,"10,5951"
4971,1997-09-08,1997,9,8,"10,5951"
5635,1997-09-09,1997,9,9,"10,5951"
6299,1997-09-10,1997,9,10,"10,5951"
6963,1997-09-11,1997,9,11,"12,1048"
7627,1997-09-12,1997,9,12,"12,493"
8291,1997-09-13,1997,9,13,"12,8855"
8955,1997-09-14,1997,9,14,"14,9098"
9619,1997-09-15,1997,9,15,"14,4968"
10283,1997-09-16,1997,9,16,"12,493"
10947,1997-09-17,1997,9,17,"11,7208"
11611,1997-09-18,1997,9,18,"11,3412"
12275,1997-09-19,1997,9,19,"10,9659"
12939,1997-09-20,1997,9,20,"10,9659"
13603,1997-09-21,1997,9,21,"14,9098"
14267,1997-09-22,1997,9,22,"13,6829"
14931,1997-09-23,1997,9,23,"13,2821"
15595,1997-09-24,1997,9,24,"13,2821"
16259,1997-09-25,1997,9,25,"13,2821"
16923,1997-09-26,1997,9,26,"17,9114"
17587,1997-09-27,1997,9,27,"16,6017"
18251,1997-09-28,1997,9,28,"13,6829"
18915,1997-09-29,1997,9,29,"12,1048"
19579,1997-09-30,1997,9,30,"11,3412"
322,1997-10-01,1997,10,1,"10,9659"
986,1997-10-02,1997,10,2,"11,7208"
1650,1997-10-03,1997,10,3,"11,3412"
2314,1997-10-04,1997,10,4,"10,9659"
2978,1997-10-05,1997,10,5,"9,8667"
3642,1997-10-06,1997,10,6,"9,8667"
4306,1997-10-07,1997,10,7,"9,5093"
4970,1997-10-08,1997,10,8,"9,1565"
5634,1997-10-09,1997,10,9,"8,8084"
6298,1997-10-10,1997,10,10,"8,465"
6962,1997-10-11,1997,10,11,"8,1263"
7626,1997-10-12,1997,10,12,"8,1263"
8290,1997-10-13,1997,10,13,"7,7925"
8954,1997-10-14,1997,10,14,"7,7925"
9618,1997-10-15,1997,10,15,"8,1263"
10282,1997-10-16,1997,10,16,"8,465"
10946,1997-10-17,1997,10,17,"10,9659"
11610,1997-10-18,1997,10,18,"11,3412"
12274,1997-10-19,1997,10,19,"11,7208"
12938,1997-10-20,1997,10,20,"11,3412"
13602,1997-10-21,1997,10,21,"24,7838"
14266,1997-10-22,1997,10,22,"20,1775"
14930,1997-10-23,1997,10,23,"14,0878"
15594,1997-10-24,1997,10,24,"12,1048"
16258,1997-10-25,1997,10,25,"11,3412"
16922,1997-10-26,1997,10,26,"11,3412"
17586,1997-10-27,1997,10,27,"14,0878"
18250,1997-10-28,1997,10,28,"13,6829"
18914,1997-10-29,1997,10,29,"11,7208"
19578,1997-10-30,1997,10,30,"10,5951"
20242,1997-10-31,1997,10,31,"10,5951"
321,1997-11-01,1997,11,1,"10,2286"
985,1997-11-02,1997,11,2,"9,8667"
1649,1997-11-03,1997,11,3,"9,5093"
2313,1997-11-04,1997,11,4,"10,2286"
2977,1997-11-05,1997,11,5,"10,9659"
3641,1997-11-06,1997,11,6,"9,8667"
4305,1997-11-07,1997,11,7,"9,5093"
4969,1997-11-08,1997,11,8,"8,465"
5633,1997-11-09,1997,11,9,"8,465"
6297,1997-11-10,1997,11,10,"8,465"
6961,1997-11-11,1997,11,11,"8,465"
7625,1997-11-12,1997,11,12,"8,465"
8289,1997-11-13,1997,11,13,"9,1565"
8953,1997-11-14,1997,11,14,"12,8855"
9617,1997-11-15,1997,11,15,"17,0344"
10281,1997-11-16,1997,11,16,"17,0344"
10945,1997-11-17,1997,11,17,"17,0344"
11609,1997-11-18,1997,11,18,"14,4968"
12273,1997-11-19,1997,11,19,"12,8855"
12937,1997-11-20,1997,11,20,"12,8855"
13601,1997-11-21,1997,11,21,"12,1048"
14265,1997-11-22,1997,11,22,"14,0878"
14929,1997-11-23,1997,11,23,"15,3268"
15593,1997-11-24,1997,11,24,"18,8035"
16257,1997-11-25,1997,11,25,"19,2552"
16921,1997-11-26,1997,11,26,"15,3268"
17585,1997-11-27,1997,11,27,"17,9114"
18249,1997-11-28,1997,11,28,"16,6017"
18913,1997-11-29,1997,11,29,"31,519"
19577,1997-11-30,1997,11,30,"23,7266"
320,1997-12-01,1997,12,1,"17,9114"
984,1997-12-02,1997,12,2,"18,3555"
1648,1997-12-03,1997,12,3,"24,2528"
2312,1997-12-04,1997,12,4,"30,9324"
2976,1997-12-05,1997,12,5,"24,2528"
3640,1997-12-06,1997,12,6,"22,6885"
4304,1997-12-07,1997,12,7,"26,4049"
4968,1997-12-08,1997,12,8,"26,4049"
5632,1997-12-09,1997,12,9,"23,7266"
6296,1997-12-10,1997,12,10,"25,8599"
6960,1997-12-11,1997,12,11,"28,0682"
7624,1997-12-12,1997,12,12,"40,8528"
8288,1997-12-13,1997,12,13,"42,8378"
8952,1997-12-14,1997,12,14,"32,7056"
9616,1997-12-15,1997,12,15,"24,7838"
10280,1997-12-16,1997,12,16,"35,1329"
10944,1997-12-17,1997,12,17,"37,6312"
11608,1997-12-18,1997,12,18,"30,3504"
12272,1997-12-19,1997,12,19,"29,773"
12936,1997-12-20,1997,12,20,"29,2001"
13600,1997-12-21,1997,12,21,"26,4049"
14264,1997-12-22,1997,12,22,"24,2528"
14928,1997-12-23,1997,12,23,"23,2052"
15592,1997-12-24,1997,12,24,"23,2052"
16256,1997-12-25,1997,12,25,"22,1766"
16920,1997-12-26,1997,12,26,"20,67"
17584,1997-12-27,1997,12,27,"20,67"
18248,1997-12-28,1997,12,28,"20,67"
18912,1997-12-29,1997,12,29,"21,1674"
19576,1997-12-30,1997,12,30,"22,1766"
20240,1997-12-31,1997,12,31,"20,1775"
319,1998-01-01,1998,1,1,"19,7106"
983,1998-01-02,1998,1,2,"19,2552"
1647,1998-01-03,1998,1,3,"19,2552"
2311,1998-01-04,1998,1,4,"18,8035"
2975,1998-01-05,1998,1,5,"18,3555"
3639,1998-01-06,1998,1,6,"21,6696"
4303,1998-01-07,1998,1,7,"22,1766"
4967,1998-01-08,1998,1,8,"20,1775"
5631,1998-01-09,1998,1,9,"20,1775"
6295,1998-01-10,1998,1,10,"29,773"
6959,1998-01-11,1998,1,11,"22,6885"
7623,1998-01-12,1998,1,12,"19,7106"
8287,1998-01-13,1998,1,13,"19,7106"
8951,1998-01-14,1998,1,14,"20,67"
9615,1998-01-15,1998,1,15,"24,7838"
10279,1998-01-16,1998,1,16,"28,0682"
10943,1998-01-17,1998,1,17,"30,3504"
11607,1998-01-18,1998,1,18,"24,7838"
12271,1998-01-19,1998,1,19,"21,6696"
12935,1998-01-20,1998,1,20,"21,6696"
13599,1998-01-21,1998,1,21,"22,6885"
14263,1998-01-22,1998,1,22,"26,4049"
14927,1998-01-23,1998,1,23,"24,7838"
15591,1998-01-24,1998,1,24,"22,1766"
16255,1998-01-25,1998,1,25,"22,6885"
16919,1998-01-26,1998,1,26,"27,5091"
17583,1998-01-27,1998,1,27,"42,8378"
18247,1998-01-28,1998,1,28,"26,9547"
18911,1998-01-29,1998,1,29,"25,3195"
19575,1998-01-30,1998,1,30,"26,4049"
20239,1998-01-31,1998,1,31,"24,7838"
318,1998-02-01,1998,2,1,"24,7838"
982,1998-02-02,1998,2,2,"22,6885"
1646,1998-02-03,1998,2,3,"20,67"
2310,1998-02-04,1998,2,4,"20,67"
2974,1998-02-05,1998,2,5,"21,1674"
3638,1998-02-06,1998,2,6,"22,6885"
4302,1998-02-07,1998,2,7,"23,2052"
4966,1998-02-08,1998,2,8,"20,67"
5630,1998-02-09,1998,2,9,"32,1101"
6294,1998-02-10,1998,2,10,"33,3057"
6958,1998-02-11,1998,2,11,"30,9324"
7622,1998-02-12,1998,2,12,"28,0682"
8286,1998-02-13,1998,2,13,"33,3057"
8950,1998-02-14,1998,2,14,"28,6318"
9614,1998-02-15,1998,2,15,"28,6318"
10278,1998-02-16,1998,2,16,"44,1826"
10942,1998-02-17,1998,2,17,"41,5101"
11606,1998-02-18,1998,2,18,"46,9232"
12270,1998-02-19,1998,2,19,"37,0"
12934,1998-02-20,1998,2,20,"35,1329"
13598,1998-02-21,1998,2,21,"35,7508"
14262,1998-02-22,1998,2,22,"43,508"
14926,1998-02-23,1998,2,23,"45,5444"
15590,1998-02-24,1998,2,24,"36,3732"
16254,1998-02-25,1998,2,25,"32,7056"
16918,1998-02-26,1998,2,26,"30,9324"
17582,1998-02-27,1998,2,27,"29,773"
18246,1998-02-28,1998,2,28,"37,6312"
317,1998-03-01,1998,3,1,"32,1101"
981,1998-03-02,1998,3,2,"33,9103"
1645,1998-03-03,1998,3,3,"33,9103"
2309,1998-03-04,1998,3,4,"32,7056"
2973,1998-03-05,1998,3,5,"33,3057"
3637,1998-03-06,1998,3,6,"31,519"
4301,1998-03-07,1998,3,7,"29,2001"
4965,1998-03-08,1998,3,8,"28,6318"
5629,1998-03-09,1998,3,9,"29,2001"
6293,1998-03-10,1998,3,10,"27,5091"
6957,1998-03-11,1998,3,11,"26,4049"
7621,1998-03-12,1998,3,12,"25,8599"
8285,1998-03-13,1998,3,13,"26,9547"
8949,1998-03-14,1998,3,14,"28,0682"
9613,1998-03-15,1998,3,15,"30,9324"
10277,1998-03-16,1998,3,16,"28,0682"
10941,1998-03-17,1998,3,17,"30,3504"
11605,1998-03-18,1998,3,18,"37,0"
12269,1998-03-19,1998,3,19,"45,5444"
12933,1998-03-20,1998,3,20,"38,9068"
13597,1998-03-21,1998,3,21,"37,0"
14261,1998-03-22,1998,3,22,"35,7508"
14925,1998-03-23,1998,3,23,"37,0"
15589,1998-03-24,1998,3,24,"35,7508"
16253,1998-03-25,1998,3,25,"37,0"
16917,1998-03-26,1998,3,26,"32,7056"
17581,1998-03-27,1998,3,27,"30,3504"
18245,1998-03-28,1998,3,28,"27,5091"
18909,1998-03-29,1998,3,29,"27,5091"
19573,1998-03-30,1998,3,30,"26,4049"
20237,1998-03-31,1998,3,31,"26,9547"
316,1998-04-01,1998,4,1,"26,9547"
980,1998-04-02,1998,4,2,"26,4049"
1644,1998-04-03,1998,4,3,"30,9324"
2308,1998-04-04,1998,4,4,"30,9324"
2972,1998-04-05,1998,4,5,"32,1101"
3636,1998-04-06,1998,4,6,"32,7056"
4300,1998-04-07,1998,4,7,"29,773"
4964,1998-04-08,1998,4,8,"41,5101"
5628,1998-04-09,1998,4,9,"49,0231"
6292,1998-04-10,1998,4,10,"45,5444"
6956,1998-04-11,1998,4,11,"32,7056"
7620,1998-04-12,1998,4,12,"29,773"
